initate MTCD,emtpyPre,collidePre,successPre,grant fail,collide probility,PACB
25,29,0,25,0,0,0.125
23,31,0,23,0,0,0.125
19,35,0,19,0,0,0.125
35,22,0,33,2,0,0.125
40,20,0,36,4,0,0.125
43,23,0,42,1,0,0.125
43,28,0,43,0,0,0.125
27,29,0,27,0,0,0.125
25,30,0,25,0,0,0.125
23,32,0,23,0,0,0.125
22,33,0,22,0,0,0.125
34,22,0,32,2,0,0.125
36,22,0,34,2,0,0.125
42,23,0,41,1,0,0.125
44,25,0,44,0,0,0.125
30,29,0,30,0,0,0.125
27,31,0,27,0,0,0.125
24,33,0,24,0,0,0.125
21,33,0,21,0,0,0.125
47,13,0,33,14,0,0.125
51,15,0,40,11,0,0.125
54,18,0,45,9,0,0.125
52,23,0,51,1,0,0.125
35,28,0,35,0,0,0.125
35,27,0,35,0,0,0.125
32,28,0,32,0,0,0.125
30,28,0,30,0,0,0.125
59,8,0,39,20,0,0.125
58,11,0,41,17,0,0.125
61,14,0,45,16,0,0.125
63,18,0,54,9,0,0.125
39,29,0,39,0,0,0.125
38,28,0,38,0,0,0.125
38,27,0,38,0,0,0.125
32,28,0,32,0,0,0.125
71,7,0,44,27,0,0.125
72,9,0,50,22,0,0.125
75,10,0,49,26,0,0.125
75,13,0,55,20,0,0.125
46,28,0,46,0,0,0.125
47,25,0,47,0,0,0.125
44,25,0,44,0,0,0.125
45,22,0,43,2,0,0.125
84,6,0,57,27,0,0.125
85,7,0,55,30,0,0.125
86,7,0,56,30,0,0.125
89,7,0,58,31,0,0.125
49,28,0,49,0,0,0.125
46,27,0,46,0,0,0.125
46,26,0,46,0,0,0.125
44,24,0,44,0,0,0.125
96,4,0,57,39,0,0.125
96,5,0,60,36,0,0.125
100,5,0,61,39,0,0.125
98,7,0,69,29,0,0.125
63,20,0,56,7,0,0.125
62,18,0,51,11,0,0.125
62,17,0,48,14,0,0.125
63,16,0,51,12,0,0.125
106,4,0,64,42,0,0.125
103,4,0,58,45,0,0.125
104,4,0,63,41,0,0.125
106,4,0,60,46,0,0.125
80,14,0,63,17,0,0.125
80,11,0,56,24,0,0.125
82,10,0,56,26,0,0.125
82,9,0,55,27,0,0.125
115,4,0,69,46,0,0.125
115,4,0,74,41,0,0.125
112,4,0,64,48,0,0.125
110,4,0,68,42,0,0.125
90,8,0,58,32,0,0.125
91,7,0,62,29,0,0.125
95,7,0,62,33,0,0.125
101,6,0,64,37,0,0.125
123,4,0,74,49,0,0.125
121,4,0,70,51,0,0.125
120,4,0,69,51,0,0.125
118,5,0,72,46,0,0.125
107,8,0,69,38,0,0.125
110,6,0,67,43,0,0.125
112,6,0,70,42,0,0.125
116,6,0,76,40,0,0.125
126,4,0,75,51,0,0.125
124,4,0,72,52,0,0.125
123,4,0,72,51,0,0.125
123,4,0,71,52,0,0.125
126,6,0,79,47,0,0.125
127,5,0,79,48,0,0.125
126,5,0,80,46,0,0.125
128,5,0,81,47,0,0.125
139,4,0,86,53,0,0.125
138,4,0,82,56,0,0.125
135,4,0,81,54,0,0.125
134,4,0,80,54,0,0.125
133,6,0,80,53,0,0.125
133,6,0,82,51,0,0.125
134,5,0,83,51,0,0.125
137,4,0,85,52,0,0.125
145,3,0,85,60,0,0.125
141,4,0,83,58,0,0.125
141,4,0,85,56,0,0.125
137,4,0,81,56,0,0.125
141,5,0,86,55,0,0.125
144,3,0,85,59,0,0.125
145,3,0,87,58,0,0.125
144,4,0,85,59,0,0.125
147,3,0,86,61,0,0.125
146,4,0,87,59,0,0.125
144,3,0,87,57,0,0.125
143,4,0,87,56,0,0.125
147,3,0,86,61,0,0.125
148,3,0,88,60,0,0.125
145,4,0,87,58,0,0.125
146,2,0,85,61,0,0.125
145,3,0,88,57,0,0.125
143,3,0,85,58,0,0.125
143,3,0,85,58,0,0.125
141,3,0,84,57,0,0.125
158,0,4,83,65,0.0740741,0.125
158,0,3,84,65,0.0555556,0.125
157,1,3,86,62,0.0555556,0.125
154,2,2,86,62,0.037037,0.125
155,0,3,84,65,0.0555556,0.125
148,2,0,84,64,0,0.125
147,2,0,83,64,0,0.125
148,2,1,82,64,0.0185185,0.125
166,0,4,79,69,0.0740741,0.0856647
162,0,4,89,58,0.0740741,0.0856647
157,0,2,81,69,0.037037,0.0856647
158,0,4,83,65,0.0740741,0.0856647
160,0,4,83,66,0.0740741,0.0856647
158,0,4,87,62,0.0740741,0.0856647
154,1,2,88,61,0.037037,0.0856647
157,0,3,79,70,0.0555556,0.0856647
165,0,4,81,69,0.0740741,0.0508207
164,0,3,82,69,0.0555556,0.0508207
159,0,2,82,70,0.037037,0.0508207
161,0,4,87,62,0.0740741,0.0508207
156,1,2,84,66,0.037037,0.0508207
158,0,2,87,64,0.037037,0.0508207
161,0,4,86,63,0.0740741,0.0508207
160,0,4,81,68,0.0740741,0.0508207
170,0,4,81,69,0.0740741,0.0475469
167,0,3,85,66,0.0555556,0.0475469
169,0,4,87,63,0.0740741,0.0475469
159,0,3,84,67,0.0555556,0.0475469
165,0,4,81,69,0.0740741,0.0475469
170,0,3,82,69,0.0555556,0.0475469
175,0,4,81,69,0.0740741,0.0475469
170,0,4,84,66,0.0740741,0.0475469
171,0,3,84,67,0.0555556,0.0299521
173,0,4,84,66,0.0740741,0.0299521
167,0,4,84,66,0.0740741,0.0299521
171,0,4,84,66,0.0740741,0.0299521
169,0,4,81,69,0.0740741,0.0299521
163,0,3,81,70,0.0555556,0.0299521
160,0,3,88,63,0.0555556,0.0299521
169,0,4,81,69,0.0740741,0.0299521
182,0,4,84,66,0.0740741,0.0299829
178,0,4,81,69,0.0740741,0.0299829
175,0,4,84,66,0.0740741,0.0299829
173,0,4,87,63,0.0740741,0.0299829
172,0,4,81,69,0.0740741,0.0299829
180,0,4,84,66,0.0740741,0.0299829
176,0,4,90,60,0.0740741,0.0299829
179,0,4,81,69,0.0740741,0.0299829
181,0,4,81,69,0.0740741,0.0188859
163,0,4,87,63,0.0740741,0.0188859
178,0,4,84,66,0.0740741,0.0188859
171,0,4,87,63,0.0740741,0.0188859
173,0,4,81,69,0.0740741,0.0188859
177,0,4,84,66,0.0740741,0.0188859
181,0,4,84,66,0.0740741,0.0188859
172,0,4,81,69,0.0740741,0.0188859
180,0,4,81,69,0.0740741,0.0219214
191,0,4,81,69,0.0740741,0.0219214
196,0,4,87,63,0.0740741,0.0219214
180,0,4,81,69,0.0740741,0.0219214
181,0,4,84,66,0.0740741,0.0219214
192,0,4,81,69,0.0740741,0.0219214
190,0,4,87,63,0.0740741,0.0219214
179,0,4,81,69,0.0740741,0.0219214
176,0,4,84,66,0.0740741,0.0142716
181,0,4,84,66,0.0740741,0.0142716
179,0,4,81,69,0.0740741,0.0142716
186,0,4,81,69,0.0740741,0.0142716
187,0,4,84,66,0.0740741,0.0142716
185,0,4,84,66,0.0740741,0.0142716
185,0,4,87,63,0.0740741,0.0142716
181,0,4,84,66,0.0740741,0.0142716
206,0,4,78,72,0.0740741,0.015588
199,0,4,81,69,0.0740741,0.015588
196,0,4,81,69,0.0740741,0.015588
190,0,4,81,69,0.0740741,0.015588
188,0,4,84,66,0.0740741,0.015588
189,0,4,81,69,0.0740741,0.015588
197,0,4,84,66,0.0740741,0.015588
190,0,4,84,66,0.0740741,0.015588
183,0,4,87,63,0.0740741,0.0114524
191,0,4,90,60,0.0740741,0.0114524
199,0,4,78,72,0.0740741,0.0114524
197,0,4,87,63,0.0740741,0.0114524
177,0,4,87,63,0.0740741,0.0114524
190,0,4,81,69,0.0740741,0.0114524
187,0,4,87,63,0.0740741,0.0114524
187,0,4,81,69,0.0740741,0.0114524
200,0,4,84,66,0.0740741,0.0132793
204,0,4,84,66,0.0740741,0.0132793
193,0,4,81,69,0.0740741,0.0132793
211,0,4,87,63,0.0740741,0.0132793
203,0,4,78,72,0.0740741,0.0132793
193,0,4,84,66,0.0740741,0.0132793
199,0,4,87,63,0.0740741,0.0132793
199,0,4,84,66,0.0740741,0.0132793
205,0,4,81,69,0.0740741,0.0100692
192,0,4,81,69,0.0740741,0.0100692
199,0,4,78,72,0.0740741,0.0100692
209,0,4,87,63,0.0740741,0.0100692
189,0,4,87,63,0.0740741,0.0100692
196,0,4,81,69,0.0740741,0.0100692
207,0,4,90,60,0.0740741,0.0100692
204,0,4,78,72,0.0740741,0.0100692
194,0,4,81,69,0.0740741,0.0101744
203,0,4,81,69,0.0740741,0.0101744
203,0,4,84,66,0.0740741,0.0101744
196,0,4,81,69,0.0740741,0.0101744
209,0,4,84,66,0.0740741,0.0101744
194,0,4,81,69,0.0740741,0.0101744
199,0,4,84,66,0.0740741,0.0101744
202,0,4,81,69,0.0740741,0.0101744
220,0,4,81,69,0.0740741,0.0100949
215,0,4,84,66,0.0740741,0.0100949
204,0,4,81,69,0.0740741,0.0100949
203,0,4,84,66,0.0740741,0.0100949
200,0,4,84,66,0.0740741,0.0100949
219,0,4,81,69,0.0740741,0.0100949
196,0,4,90,60,0.0740741,0.0100949
210,0,4,84,66,0.0740741,0.0100949
209,0,4,84,66,0.0740741,0.00874721
209,0,4,84,66,0.0740741,0.00874721
206,0,4,81,69,0.0740741,0.00874721
208,0,4,84,66,0.0740741,0.00874721
209,0,4,87,63,0.0740741,0.00874721
207,0,4,81,69,0.0740741,0.00874721
205,0,4,84,66,0.0740741,0.00874721
202,0,4,81,69,0.0740741,0.00874721
221,0,4,84,66,0.0740741,0.0088064
222,0,4,87,63,0.0740741,0.0088064
209,0,4,81,69,0.0740741,0.0088064
221,0,4,84,66,0.0740741,0.0088064
213,0,4,81,69,0.0740741,0.0088064
220,0,4,87,63,0.0740741,0.0088064
213,0,4,78,72,0.0740741,0.0088064
216,0,4,84,66,0.0740741,0.0088064
210,0,4,81,69,0.0740741,0.00751189
207,0,4,84,66,0.0740741,0.00751189
204,0,4,84,66,0.0740741,0.00751189
213,0,4,87,63,0.0740741,0.00751189
206,0,4,78,72,0.0740741,0.00751189
211,0,4,84,66,0.0740741,0.00751189
192,0,4,84,66,0.0740741,0.00751189
220,0,4,81,69,0.0740741,0.00751189
227,0,4,87,63,0.0740741,0.00880924
239,0,4,87,63,0.0740741,0.00880924
237,0,4,87,63,0.0740741,0.00880924
226,0,4,84,66,0.0740741,0.00880924
212,0,4,87,63,0.0740741,0.00880924
227,0,4,87,63,0.0740741,0.00880924
231,0,4,81,69,0.0740741,0.00880924
220,0,4,78,72,0.0740741,0.00880924
222,0,4,81,69,0.0740741,0.00653891
225,0,4,84,66,0.0740741,0.00653891
214,0,4,84,66,0.0740741,0.00653891
201,0,4,84,66,0.0740741,0.00653891
208,0,4,81,69,0.0740741,0.00653891
208,0,4,81,69,0.0740741,0.00653891
214,0,4,84,66,0.0740741,0.00653891
206,0,4,84,66,0.0740741,0.00653891
239,0,4,84,66,0.0740741,0.00815125
240,0,4,81,69,0.0740741,0.00815125
252,0,4,84,66,0.0740741,0.00815125
236,0,4,90,60,0.0740741,0.00815125
238,0,4,81,69,0.0740741,0.00815125
240,0,4,87,63,0.0740741,0.00815125
235,0,4,78,72,0.0740741,0.00815125
220,0,4,84,66,0.0740741,0.00815125
221,0,4,87,63,0.0740741,0.005769
208,0,4,84,66,0.0740741,0.005769
212,0,4,87,63,0.0740741,0.005769
212,0,4,84,66,0.0740741,0.005769
228,0,4,84,66,0.0740741,0.005769
225,0,4,87,63,0.0740741,0.005769
219,0,4,81,69,0.0740741,0.005769
200,0,4,81,69,0.0740741,0.005769
257,0,4,84,66,0.0740741,0.00776441
252,0,4,81,69,0.0740741,0.00776441
234,0,4,81,69,0.0740741,0.00776441
254,0,4,81,69,0.0740741,0.00776441
251,0,4,87,63,0.0740741,0.00776441
254,0,4,87,63,0.0740741,0.00776441
245,0,4,87,63,0.0740741,0.00776441
251,0,4,81,69,0.0740741,0.00776441
219,0,4,81,69,0.0740741,0.00503835
214,0,4,84,66,0.0740741,0.00503835
221,0,4,81,69,0.0740741,0.00503835
213,0,4,84,66,0.0740741,0.00503835
215,0,4,84,66,0.0740741,0.00503835
217,0,4,84,66,0.0740741,0.00503835
215,0,4,81,69,0.0740741,0.00503835
215,0,4,84,66,0.0740741,0.00503835
259,0,4,84,66,0.0740741,0.00757216
250,0,4,87,63,0.0740741,0.00757216
261,0,4,84,66,0.0740741,0.00757216
253,0,4,87,63,0.0740741,0.00757216
264,0,4,84,66,0.0740741,0.00757216
258,0,4,87,63,0.0740741,0.00757216
271,0,4,87,63,0.0740741,0.00757216
255,0,4,81,69,0.0740741,0.00757216
214,0,4,87,63,0.0740741,0.00460697
236,0,4,81,69,0.0740741,0.00460697
214,0,4,84,66,0.0740741,0.00460697
219,0,4,81,69,0.0740741,0.00460697
227,0,4,87,63,0.0740741,0.00460697
214,0,4,87,63,0.0740741,0.00460697
214,0,4,81,69,0.0740741,0.00460697
214,0,4,81,69,0.0740741,0.00460697
289,0,4,84,66,0.0740741,0.00732704
265,0,4,81,69,0.0740741,0.00732704
251,0,4,84,66,0.0740741,0.00732704
267,0,4,81,69,0.0740741,0.00732704
279,0,4,87,63,0.0740741,0.00732704
256,0,4,78,72,0.0740741,0.00732704
260,0,4,78,72,0.0740741,0.00732704
253,0,4,84,66,0.0740741,0.00732704
230,0,4,84,66,0.0740741,0.00439522
226,0,4,84,66,0.0740741,0.00439522
238,0,4,90,60,0.0740741,0.00439522
241,0,4,84,66,0.0740741,0.00439522
226,0,4,81,69,0.0740741,0.00439522
230,0,4,84,66,0.0740741,0.00439522
211,0,4,84,66,0.0740741,0.00439522
231,0,4,87,63,0.0740741,0.00439522
260,0,4,84,66,0.0740741,0.00640047
253,0,4,84,66,0.0740741,0.00640047
266,0,4,81,69,0.0740741,0.00640047
251,0,4,87,63,0.0740741,0.00640047
286,0,4,84,66,0.0740741,0.00640047
260,0,4,84,66,0.0740741,0.00640047
263,0,4,78,72,0.0740741,0.00640047
272,0,4,84,66,0.0740741,0.00640047
235,0,4,84,66,0.0740741,0.00442572
216,0,4,81,69,0.0740741,0.00442572
231,0,4,84,66,0.0740741,0.00442572
250,0,4,87,63,0.0740741,0.00442572
216,0,4,90,60,0.0740741,0.00442572
228,0,4,84,66,0.0740741,0.00442572
237,0,4,84,66,0.0740741,0.00442572
247,0,4,81,69,0.0740741,0.00442572
265,0,4,84,66,0.0740741,0.00618984
276,0,4,81,69,0.0740741,0.00618984
253,0,4,90,60,0.0740741,0.00618984
281,0,4,84,66,0.0740741,0.00618984
291,0,4,84,66,0.0740741,0.00618984
269,0,4,81,69,0.0740741,0.00618984
257,0,4,87,63,0.0740741,0.00618984
273,0,4,81,69,0.0740741,0.00618984
238,0,4,87,63,0.0740741,0.00418412
245,0,4,81,69,0.0740741,0.00418412
225,0,4,78,72,0.0740741,0.00418412
227,0,4,84,66,0.0740741,0.00418412
242,0,4,84,66,0.0740741,0.00418412
246,0,4,84,66,0.0740741,0.00418412
247,0,4,84,66,0.0740741,0.00418412
222,0,4,81,69,0.0740741,0.00418412
294,0,4,81,69,0.0740741,0.00585592
286,0,4,87,63,0.0740741,0.00585592
263,0,4,90,60,0.0740741,0.00585592
291,0,4,87,63,0.0740741,0.00585592
265,0,4,81,69,0.0740741,0.00585592
280,0,4,78,72,0.0740741,0.00585592
276,0,4,87,63,0.0740741,0.00585592
276,0,4,84,66,0.0740741,0.00585592
253,0,4,81,69,0.0740741,0.00390626
242,0,4,84,66,0.0740741,0.00390626
238,0,4,87,63,0.0740741,0.00390626
233,0,4,84,66,0.0740741,0.00390626
228,0,4,84,66,0.0740741,0.00390626
235,0,4,87,63,0.0740741,0.00390626
252,0,4,81,69,0.0740741,0.00390626
253,0,4,84,66,0.0740741,0.00390626
285,0,4,87,63,0.0740741,0.0055055
257,0,4,90,60,0.0740741,0.0055055
284,0,4,87,63,0.0740741,0.0055055
282,0,4,81,69,0.0740741,0.0055055
293,0,4,81,69,0.0740741,0.0055055
302,0,4,84,66,0.0740741,0.0055055
269,0,4,90,60,0.0740741,0.0055055
285,0,4,81,69,0.0740741,0.0055055
234,0,4,81,69,0.0740741,0.0038234
263,0,4,81,69,0.0740741,0.0038234
229,0,4,87,63,0.0740741,0.0038234
248,0,4,87,63,0.0740741,0.0038234
248,0,4,81,69,0.0740741,0.0038234
250,0,4,87,63,0.0740741,0.0038234
253,0,4,84,66,0.0740741,0.0038234
227,0,4,84,66,0.0740741,0.0038234
294,0,4,84,66,0.0740741,0.00540728
289,0,4,84,66,0.0740741,0.00540728
291,0,4,87,63,0.0740741,0.00540728
289,0,4,81,69,0.0740741,0.00540728
290,0,4,84,66,0.0740741,0.00540728
272,0,4,87,63,0.0740741,0.00540728
291,0,4,84,66,0.0740741,0.00540728
291,0,4,81,69,0.0740741,0.00540728
252,0,4,84,66,0.0740741,0.00362182
255,0,4,84,66,0.0740741,0.00362182
241,0,4,84,66,0.0740741,0.00362182
244,0,4,84,66,0.0740741,0.00362182
254,0,4,81,69,0.0740741,0.00362182
247,0,4,78,72,0.0740741,0.00362182
233,0,4,84,66,0.0740741,0.00362182
242,0,4,87,63,0.0740741,0.00362182
289,0,4,87,63,0.0740741,0.00523734
303,0,4,84,66,0.0740741,0.00523734
308,0,4,84,66,0.0740741,0.00523734
292,0,4,84,66,0.0740741,0.00523734
302,0,4,84,66,0.0740741,0.00523734
291,0,4,84,66,0.0740741,0.00523734
294,0,4,87,63,0.0740741,0.00523734
278,0,4,84,66,0.0740741,0.00523734
240,0,4,84,66,0.0740741,0.0034706
247,0,4,84,66,0.0740741,0.0034706
252,0,4,87,63,0.0740741,0.0034706
238,0,4,81,69,0.0740741,0.0034706
237,0,4,84,66,0.0740741,0.0034706
261,0,4,87,63,0.0740741,0.0034706
248,0,4,84,66,0.0740741,0.0034706
249,0,4,84,66,0.0740741,0.0034706
278,0,4,81,69,0.0740741,0.00521227
307,0,4,84,66,0.0740741,0.00521227
295,0,4,84,66,0.0740741,0.00521227
279,0,4,87,63,0.0740741,0.00521227
296,0,4,84,66,0.0740741,0.00521227
308,0,4,84,66,0.0740741,0.00521227
303,0,4,81,69,0.0740741,0.00521227
303,0,4,84,66,0.0740741,0.00521227
251,0,4,78,72,0.0740741,0.00344255
245,0,4,81,69,0.0740741,0.00344255
244,0,4,81,69,0.0740741,0.00344255
265,0,4,84,66,0.0740741,0.00344255
262,0,4,84,66,0.0740741,0.00344255
260,0,4,84,66,0.0740741,0.00344255
246,0,4,81,69,0.0740741,0.00344255
259,0,4,84,66,0.0740741,0.00344255
276,0,4,81,69,0.0740741,0.00483573
298,0,4,84,66,0.0740741,0.00483573
308,0,4,84,66,0.0740741,0.00483573
297,0,4,87,63,0.0740741,0.00483573
292,0,4,81,69,0.0740741,0.00483573
289,0,4,84,66,0.0740741,0.00483573
312,0,4,84,66,0.0740741,0.00483573
289,0,4,84,66,0.0740741,0.00483573
271,0,4,81,69,0.0740741,0.00346429
265,0,4,84,66,0.0740741,0.00346429
238,0,4,87,63,0.0740741,0.00346429
268,0,4,84,66,0.0740741,0.00346429
234,0,4,87,63,0.0740741,0.00346429
259,0,4,81,69,0.0740741,0.00346429
264,0,4,84,66,0.0740741,0.00346429
265,0,4,78,72,0.0740741,0.00346429
289,0,4,84,66,0.0740741,0.00470906
317,0,4,81,69,0.0740741,0.00470906
307,0,4,81,69,0.0740741,0.00470906
304,0,4,84,66,0.0740741,0.00470906
304,0,4,84,66,0.0740741,0.00470906
293,0,4,81,69,0.0740741,0.00470906
303,0,4,81,69,0.0740741,0.00470906
290,0,4,81,69,0.0740741,0.00470906
267,0,4,84,66,0.0740741,0.00332566
259,0,4,81,69,0.0740741,0.00332566
283,0,4,81,69,0.0740741,0.00332566
266,0,4,84,66,0.0740741,0.00332566
243,0,4,81,69,0.0740741,0.00332566
251,0,4,90,60,0.0740741,0.00332566
263,0,4,84,66,0.0740741,0.00332566
255,0,4,81,69,0.0740741,0.00332566
306,0,4,84,66,0.0740741,0.00455549
303,0,4,81,69,0.0740741,0.00455549
310,0,4,87,63,0.0740741,0.00455549
312,0,4,84,66,0.0740741,0.00455549
304,0,4,81,69,0.0740741,0.00455549
304,0,4,87,63,0.0740741,0.00455549
312,0,4,84,66,0.0740741,0.00455549
274,0,4,84,66,0.0740741,0.00455549
268,0,4,81,69,0.0740741,0.00328709
267,0,4,84,66,0.0740741,0.00328709
266,0,4,84,66,0.0740741,0.00328709
278,0,4,81,69,0.0740741,0.00328709
259,0,4,84,66,0.0740741,0.00328709
293,0,4,87,63,0.0740741,0.00328709
268,0,4,84,66,0.0740741,0.00328709
252,0,4,84,66,0.0740741,0.00328709
303,0,4,90,60,0.0740741,0.00424379
301,0,4,84,66,0.0740741,0.00424379
295,0,4,84,66,0.0740741,0.00424379
305,0,4,84,66,0.0740741,0.00424379
300,0,4,87,63,0.0740741,0.00424379
287,0,4,81,69,0.0740741,0.00424379
314,0,4,84,66,0.0740741,0.00424379
277,0,4,84,66,0.0740741,0.00424379
260,0,4,78,72,0.0740741,0.00340276
270,0,4,81,69,0.0740741,0.00340276
262,0,4,78,72,0.0740741,0.00340276
269,0,4,87,63,0.0740741,0.00340276
277,0,4,87,63,0.0740741,0.00340276
299,0,4,84,66,0.0740741,0.00340276
279,0,4,84,66,0.0740741,0.00340276
278,0,4,84,66,0.0740741,0.00340276
316,0,4,87,63,0.0740741,0.00405663
289,0,4,78,72,0.0740741,0.00405663
295,0,4,90,60,0.0740741,0.00405663
306,0,4,87,63,0.0740741,0.00405663
315,0,4,81,69,0.0740741,0.00405663
304,0,4,84,66,0.0740741,0.00405663
301,0,4,84,66,0.0740741,0.00405663
280,0,4,78,72,0.0740741,0.00405663
275,0,4,84,66,0.0740741,0.00333713
269,0,4,84,66,0.0740741,0.00333713
283,0,4,81,69,0.0740741,0.00333713
271,0,4,84,66,0.0740741,0.00333713
273,0,4,81,69,0.0740741,0.00333713
279,0,4,84,66,0.0740741,0.00333713
259,0,4,81,69,0.0740741,0.00333713
261,0,4,84,66,0.0740741,0.00333713
300,0,4,87,63,0.0740741,0.00414075
293,0,4,87,63,0.0740741,0.00414075
312,0,4,84,66,0.0740741,0.00414075
289,0,4,81,69,0.0740741,0.00414075
322,0,4,84,66,0.0740741,0.00414075
294,0,4,81,69,0.0740741,0.00414075
304,0,4,87,63,0.0740741,0.00414075
326,0,4,81,69,0.0740741,0.00414075
276,0,4,84,66,0.0740741,0.00324753
275,0,4,84,66,0.0740741,0.00324753
256,0,4,81,69,0.0740741,0.00324753
270,0,4,84,66,0.0740741,0.00324753
280,0,4,84,66,0.0740741,0.00324753
260,0,4,84,66,0.0740741,0.00324753
285,0,4,84,66,0.0740741,0.00324753
275,0,4,84,66,0.0740741,0.00324753
325,0,4,84,66,0.0740741,0.0041184
306,0,4,84,66,0.0740741,0.0041184
312,0,4,87,63,0.0740741,0.0041184
304,0,4,84,66,0.0740741,0.0041184
294,0,4,87,63,0.0740741,0.0041184
296,0,4,87,63,0.0740741,0.0041184
294,0,4,81,69,0.0740741,0.0041184
308,0,4,78,72,0.0740741,0.0041184
277,0,4,81,69,0.0740741,0.00324114
285,0,4,84,66,0.0740741,0.00324114
275,0,4,78,72,0.0740741,0.00324114
283,0,4,84,66,0.0740741,0.00324114
276,0,4,81,69,0.0740741,0.00324114
291,0,4,81,69,0.0740741,0.00324114
286,0,4,81,69,0.0740741,0.00324114
280,0,4,81,69,0.0740741,0.00324114
301,0,4,90,60,0.0740741,0.00380464
300,0,4,87,63,0.0740741,0.00380464
291,0,4,81,69,0.0740741,0.00380464
289,0,4,84,66,0.0740741,0.00380464
284,0,4,81,69,0.0740741,0.00380464
307,0,4,84,66,0.0740741,0.00380464
318,0,4,78,72,0.0740741,0.00380464
288,0,4,81,69,0.0740741,0.00380464
281,0,4,84,66,0.0740741,0.00341291
284,0,4,81,69,0.0740741,0.00341291
281,0,4,87,63,0.0740741,0.00341291
269,0,4,84,66,0.0740741,0.00341291
299,0,4,78,72,0.0740741,0.00341291
295,0,4,87,63,0.0740741,0.00341291
267,0,4,78,72,0.0740741,0.00341291
302,0,4,81,69,0.0740741,0.00341291
301,0,4,84,66,0.0740741,0.0037417
309,0,4,81,69,0.0740741,0.0037417
294,0,4,84,66,0.0740741,0.0037417
307,0,4,81,69,0.0740741,0.0037417
311,0,4,81,69,0.0740741,0.0037417
283,0,4,87,63,0.0740741,0.0037417
299,0,4,87,63,0.0740741,0.0037417
288,0,4,87,63,0.0740741,0.0037417
282,0,4,81,69,0.0740741,0.00336959
280,0,4,84,66,0.0740741,0.00336959
285,0,4,87,63,0.0740741,0.00336959
285,0,4,84,66,0.0740741,0.00336959
279,0,4,78,72,0.0740741,0.00336959
278,0,4,84,66,0.0740741,0.00336959
288,0,4,84,66,0.0740741,0.00336959
280,0,4,81,69,0.0740741,0.00336959
304,0,4,81,69,0.0740741,0.00378663
303,0,4,87,63,0.0740741,0.00378663
302,0,4,81,69,0.0740741,0.00378663
