MTCD_number,group,D2D_first_request_RAO,D2D_initate_request_RAO,nRequest_D2D,RA_first_RAO,RA_initate_RAO,RA_success_RAO,nTransmit_RA,Preamble_number,Power_level,MTCD_status,D2D_request_allocation_index 
1,39,270,274,2,285,285,285,1,39,2,Success,10
2,15,240,240,1,248,248,248,1,15,0,Success,0
3,43,392,409,2,407,421,421,2,43,2,Success,10
4,33,271,275,2,286,286,286,1,33,1,Success,5
5,13,389,393,2,402,402,402,1,13,0,Success,2
6,13,443,443,1,455,455,455,1,13,1,Success,19
7,24,280,280,1,288,288,288,1,24,0,Success,0
8,4,394,394,1,404,404,404,1,4,2,Success,20
9,1,517,521,2,529,529,529,1,1,1,Success,5
10,40,551,555,2,560,560,560,1,40,1,Success,19
11,48,160,160,1,175,175,175,1,48,0,Success,0
12,16,458,458,1,470,470,470,1,16,0,Success,14
13,41,408,425,2,423,436,436,2,41,1,Success,7
14,47,431,443,4,451,451,451,1,47,2,Success,20
15,6,349,353,2,360,360,360,1,6,1,Success,4
16,11,607,611,2,623,623,623,1,11,0,Success,15
17,38,323,323,1,333,333,333,1,38,2,Success,10
18,47,267,267,1,272,272,272,1,47,0,Success,15
19,47,55,59,2,71,71,71,1,47,0,Success,0
20,21,352,352,1,360,360,360,1,21,0,Success,0
21,41,526,530,2,537,537,537,1,41,0,Success,14
22,27,569,585,2,583,596,596,2,27,1,Success,7
23,4,533,537,2,544,544,544,1,4,1,Success,4
24,14,384,384,1,392,392,392,1,14,0,Success,0
25,1,278,297,4,291,306,306,2,1,0,Success,2
26,44,203,203,1,214,214,214,1,44,1,Success,5
27,37,207,211,2,222,222,222,1,37,2,Success,9
28,11,282,282,1,288,288,288,1,11,2,Success,8
29,15,483,697,16,547,706,706,7,15,0,Success,2
30,2,300,304,2,312,312,312,1,2,0,Success,0
31,26,245,249,2,262,262,262,1,26,1,Success,5
32,47,496,562,7,511,569,569,5,47,0,Success,14
33,47,289,289,1,300,300,300,1,47,0,Success,3
34,48,599,617,4,611,630,630,2,48,1,Success,5
35,7,136,136,1,144,144,144,1,7,0,Success,0
36,29,752,752,1,767,767,767,1,29,0,Success,0
37,44,427,427,1,433,433,433,1,44,1,Success,18
38,49,261,265,2,277,277,277,1,49,0,Success,2
39,21,582,586,2,592,592,592,1,21,2,Success,8
40,41,571,585,3,579,597,597,2,41,2,Success,10
41,27,554,585,3,566,599,599,3,27,2,Success,8
42,8,446,450,2,460,460,460,1,8,0,Success,12
43,43,148,152,2,167,167,167,1,43,0,Success,0
44,17,280,280,1,288,288,288,1,17,0,Success,0
45,19,274,274,1,282,282,282,1,19,1,Success,6
46,22,546,546,1,554,554,554,1,22,1,Success,6
47,4,159,163,2,170,170,170,1,4,0,Success,2
48,5,540,554,3,552,567,567,2,5,0,Success,15
49,13,346,346,1,353,353,353,1,13,2,Success,9
50,24,447,451,2,463,463,463,1,24,1,Success,19
51,29,353,353,1,365,365,365,1,29,1,Success,6
52,32,349,353,2,367,367,367,1,32,1,Success,4
53,11,439,601,15,505,609,609,6,11,1,Success,5
54,5,566,570,2,581,581,581,1,5,0,Success,13
55,26,370,370,1,381,381,381,1,26,2,Success,10
56,37,808,808,1,823,823,823,1,37,0,Success,0
57,22,97,97,1,104,104,104,1,22,0,Success,0
58,43,402,402,1,415,415,415,1,43,2,Success,8
59,3,255,259,2,268,268,268,1,3,0,Success,12
60,16,384,394,2,392,406,406,2,16,1,Success,18
61,8,332,336,2,344,344,344,1,8,0,Success,0
62,3,553,553,1,563,563,563,1,3,2,Success,11
63,29,470,474,2,482,482,482,1,29,0,Success,13
64,4,501,505,2,515,515,515,1,4,0,Success,3
65,17,103,107,2,115,115,115,1,17,0,Success,3
66,16,555,555,1,567,567,567,1,16,2,Success,23
67,6,323,323,1,334,334,334,1,6,2,Success,22
68,32,332,336,2,351,351,351,1,32,0,Success,0
69,9,148,152,2,160,160,160,1,9,0,Success,0
70,49,555,555,1,560,560,560,1,49,0,Success,15
71,20,543,547,2,555,555,555,1,20,2,Success,11
72,11,497,560,8,506,568,568,6,11,0,Success,0
73,43,347,377,4,354,391,391,3,43,1,Success,4
74,18,341,345,2,352,352,352,1,18,1,Success,4
75,42,365,369,2,382,382,382,1,42,2,Success,9
76,21,771,771,1,780,780,780,1,21,0,Success,4
77,28,254,258,2,268,268,268,1,28,0,Success,3
78,41,481,481,1,494,494,494,1,41,1,Success,5
79,38,527,531,2,538,538,538,1,38,0,Success,13
80,44,756,760,2,775,775,775,1,44,0,Success,0
81,31,603,603,1,612,612,612,1,31,2,Success,11
82,21,290,290,1,297,297,297,1,21,1,Success,5
83,50,599,603,2,615,615,615,1,50,2,Success,8
84,33,553,553,1,566,566,566,1,33,0,Success,1
85,33,113,113,1,127,127,127,1,33,0,Success,0
86,23,280,280,1,288,288,288,1,23,0,Success,0
87,34,401,401,1,412,412,412,1,34,1,Success,7
88,14,224,224,1,232,232,232,1,14,0,Success,0
89,7,608,608,1,616,616,616,1,7,0,Success,0
90,36,399,434,6,411,443,443,3,36,0,Success,12
91,11,291,291,1,302,302,302,1,11,1,Success,18
92,19,686,704,4,698,712,712,2,19,0,Success,0
93,19,323,337,2,335,347,347,2,19,1,Success,7
94,29,623,627,2,637,637,637,1,29,1,Success,6
95,17,570,570,1,578,578,578,1,17,1,Success,6
96,37,550,554,2,560,560,560,1,37,0,Success,15
97,2,495,499,2,510,510,510,1,2,0,Success,14
98,19,666,666,1,675,675,675,1,19,0,Success,3
99,13,493,497,2,505,505,505,1,13,1,Success,5
100,18,305,305,1,313,313,313,1,18,0,Success,1
101,49,315,322,2,320,328,328,2,49,0,Success,15
102,23,553,553,1,561,561,561,1,23,1,Success,5
103,15,552,552,1,560,560,560,1,15,0,Success,0
104,1,243,243,1,250,250,250,1,1,1,Success,6
105,42,385,417,5,397,430,430,3,42,2,Success,9
106,46,415,419,2,424,424,424,1,46,1,Success,19
107,8,236,240,2,248,248,248,1,8,0,Success,0
108,38,615,619,2,625,625,625,1,38,1,Success,18
109,21,469,473,2,483,483,483,1,21,1,Success,7
110,1,551,568,4,562,576,576,2,1,0,Success,0
111,8,593,593,1,600,600,600,1,8,2,Success,8
112,19,310,314,2,320,320,320,1,19,2,Success,8
113,25,581,585,2,593,593,593,1,25,2,Success,9
114,49,343,419,10,355,425,425,5,49,2,Success,22
115,8,362,386,3,374,392,392,3,8,2,Success,8
116,1,598,602,2,610,610,610,1,1,2,Success,10
117,4,477,481,2,490,490,490,1,4,2,Success,10
118,23,121,121,1,128,128,128,1,23,0,Success,0
119,26,399,403,2,412,412,412,1,26,2,Success,11
120,20,408,408,1,416,416,416,1,20,0,Success,0
121,21,180,184,2,192,192,192,1,21,0,Success,0
122,23,215,219,2,227,227,227,1,23,1,Success,7
123,3,400,400,1,408,408,408,1,3,0,Success,0
124,19,412,441,4,424,448,448,3,19,2,Success,8
125,24,421,425,2,435,435,435,1,24,0,Success,3
126,27,128,128,1,143,143,143,1,27,0,Success,0
127,7,438,442,2,453,453,453,1,7,2,Success,21
128,16,499,499,1,508,508,508,1,16,2,Success,20
129,31,226,226,1,237,237,237,1,31,1,Success,6
130,40,414,433,4,427,447,447,2,40,1,Success,4
131,20,491,491,1,497,497,497,1,20,1,Success,5
132,16,343,360,3,358,368,368,2,16,0,Success,0
133,28,645,649,2,663,663,663,1,28,0,Success,0
134,46,408,408,1,423,423,423,1,46,0,Success,0
135,21,277,281,2,291,291,291,1,21,1,Success,7
136,46,389,393,2,406,406,406,1,46,1,Success,5
137,21,621,625,2,635,635,635,1,21,1,Success,7
138,16,512,512,1,520,520,520,1,16,0,Success,0
139,13,460,464,2,472,472,472,1,13,0,Success,0
140,21,355,368,2,366,376,376,2,21,0,Success,0
141,28,198,202,2,214,214,214,1,28,2,Success,9
142,14,412,416,2,424,424,424,1,14,0,Success,0
143,32,436,440,2,455,455,455,1,32,0,Success,0
144,48,383,387,2,392,392,392,1,48,2,Success,23
145,22,277,281,2,289,289,289,1,22,1,Success,5
146,46,282,282,1,292,292,292,1,46,2,Success,11
147,9,259,259,1,265,265,265,1,9,2,Success,9
148,20,350,354,2,361,361,361,1,20,2,Success,9
149,9,244,248,2,256,256,256,1,9,0,Success,0
150,32,641,641,1,654,654,654,1,32,0,Success,1
151,50,463,475,3,473,483,483,2,50,1,Success,16
152,27,500,504,2,519,519,519,1,27,0,Success,0
153,48,162,162,1,172,172,172,1,48,0,Success,3
154,38,561,561,1,572,572,572,1,38,0,Success,3
155,22,228,232,2,240,240,240,1,22,0,Success,0
156,8,383,402,4,396,410,410,2,8,1,Success,6
157,43,296,296,1,311,311,311,1,43,0,Success,0
158,27,443,443,1,448,448,448,1,27,0,Success,15
159,23,353,353,1,361,361,361,1,23,2,Success,9
160,34,250,250,1,262,262,262,1,34,2,Success,9
161,30,369,369,1,380,380,380,1,30,1,Success,7
162,45,102,106,2,116,116,116,1,45,0,Success,3
163,38,108,112,2,127,127,127,1,38,0,Success,0
164,15,473,473,1,480,480,480,1,15,1,Success,4
165,9,651,651,1,658,658,658,1,9,1,Success,6
166,44,854,858,2,871,871,871,1,44,0,Success,0
167,24,245,249,2,256,256,256,1,24,1,Success,4
168,14,489,489,1,496,496,496,1,14,2,Success,8
169,42,365,387,4,381,393,393,2,42,1,Success,18
170,18,631,635,2,642,642,642,1,18,1,Success,6
171,41,171,171,1,183,183,183,1,41,1,Success,4
172,32,478,496,4,490,511,511,2,32,0,Success,0
173,46,533,537,2,548,548,548,1,46,0,Success,3
174,10,761,761,1,768,768,768,1,10,0,Success,0
175,34,515,515,1,526,526,526,1,34,2,Success,9
176,18,264,264,1,272,272,272,1,18,0,Success,0
177,14,733,737,2,744,744,744,1,14,0,Success,0
178,37,439,443,2,448,448,448,1,37,1,Success,19
179,8,443,443,1,454,454,454,1,8,2,Success,22
180,49,516,587,9,535,595,595,5,49,1,Success,16
181,18,700,704,2,712,712,712,1,18,0,Success,0
182,5,281,281,1,291,291,291,1,5,0,Success,3
183,44,527,531,2,539,539,539,1,44,1,Success,16
184,2,354,378,4,362,390,390,3,2,2,Success,22
185,14,892,896,2,904,904,904,1,14,0,Success,0
186,27,792,792,1,807,807,807,1,27,0,Success,0
187,19,557,561,2,568,568,568,1,19,2,Success,8
188,48,456,456,1,471,471,471,1,48,0,Success,0
189,27,315,328,3,322,343,343,2,27,0,Success,0
190,23,384,384,1,392,392,392,1,23,0,Success,0
191,21,373,377,2,385,385,385,1,21,1,Success,5
192,28,197,201,2,215,215,215,1,28,1,Success,4
193,3,292,296,2,304,304,304,1,3,0,Success,0
194,17,314,314,1,323,323,323,1,17,1,Success,7
195,37,505,530,4,516,540,540,3,37,2,Success,11
196,42,500,504,2,519,519,519,1,42,0,Success,0
197,29,566,570,2,580,580,580,1,29,2,Success,11
198,21,250,250,1,256,256,256,1,21,2,Success,8
199,27,310,314,2,324,324,324,1,27,1,Success,7
200,17,741,745,2,752,752,752,1,17,0,Success,0
201,46,523,523,1,530,530,530,1,46,2,Success,21
202,40,308,312,2,327,327,327,1,40,0,Success,0
203,3,245,249,2,258,258,258,1,3,1,Success,6
204,39,266,266,1,278,278,278,1,39,1,Success,5
205,9,660,664,2,672,672,672,1,9,0,Success,0
206,47,224,224,1,239,239,239,1,47,0,Success,0
207,8,552,562,2,560,572,572,2,8,1,Success,16
208,28,383,387,2,397,397,397,1,28,2,Success,10
209,50,574,578,2,591,591,591,1,50,2,Success,8
210,27,274,274,1,284,284,284,1,27,1,Success,7
211,12,694,698,2,707,707,707,1,12,0,Success,3
212,2,510,514,2,524,524,524,1,2,0,Success,12
213,24,465,465,1,472,472,472,1,24,1,Success,4
214,16,333,337,2,344,344,344,1,16,1,Success,4
215,28,340,344,2,359,359,359,1,28,0,Success,0
216,2,320,320,1,328,328,328,1,2,0,Success,0
217,20,113,113,1,120,120,120,1,20,0,Success,0
218,20,495,515,4,509,527,527,2,20,1,Success,19
219,10,714,714,1,721,721,721,1,10,0,Success,1
220,46,324,328,2,343,343,343,1,46,0,Success,0
221,19,555,555,1,564,564,564,1,19,2,Success,20
222,41,414,433,4,427,444,444,2,41,1,Success,7
223,46,400,417,2,415,429,429,2,46,1,Success,6
224,39,311,315,2,323,323,323,1,39,2,Success,20
225,16,378,417,4,390,427,427,4,16,2,Success,11
226,16,350,354,2,366,366,366,1,16,1,Success,18
227,31,482,482,1,489,489,489,1,31,0,Success,14
228,34,480,480,1,495,495,495,1,34,0,Success,0
229,24,376,376,1,384,384,384,1,24,0,Success,0
230,3,489,489,1,500,500,500,1,3,0,Success,12
231,40,662,666,2,676,676,676,1,40,1,Success,7
232,24,483,483,1,490,490,490,1,24,1,Success,6
233,49,361,393,3,374,404,404,3,49,1,Success,7
234,22,382,386,2,399,399,399,1,22,0,Success,15
235,43,455,689,12,613,700,700,3,43,0,Success,3
236,49,291,291,1,299,299,299,1,49,1,Success,16
237,36,410,410,1,417,417,417,1,36,0,Success,14
238,5,512,546,8,520,556,556,2,5,2,Success,20
239,48,623,627,2,635,635,635,1,48,0,Success,12
240,31,744,744,1,759,759,759,1,31,0,Success,0
241,9,366,386,4,380,395,395,2,9,1,Success,7
242,20,398,402,2,414,414,414,1,20,0,Success,14
243,50,718,722,2,731,731,731,1,50,0,Success,4
244,21,531,531,1,542,542,542,1,21,0,Success,14
245,34,275,275,1,285,285,285,1,34,1,Success,6
246,21,264,264,1,272,272,272,1,21,0,Success,0
247,47,489,504,2,502,519,519,2,47,0,Success,0
248,42,266,266,1,277,277,277,1,42,1,Success,6
249,1,244,248,2,256,256,256,1,1,0,Success,0
250,31,683,683,1,695,695,695,1,31,2,Success,8
251,49,408,408,1,423,423,423,1,49,0,Success,0
252,30,428,432,2,447,447,447,1,30,0,Success,0
253,39,271,275,2,284,284,284,1,39,2,Success,11
254,25,336,336,1,344,344,344,1,25,0,Success,0
255,46,828,832,2,847,847,847,1,46,0,Success,0
256,34,462,466,2,476,476,476,1,34,0,Success,3
257,43,436,440,2,455,455,455,1,43,0,Success,0
258,40,460,464,2,479,479,479,1,40,0,Success,0
259,43,187,187,1,197,197,197,1,43,1,Success,6
260,17,238,242,2,250,250,250,1,17,2,Success,10
261,39,176,176,1,191,191,191,1,39,0,Success,0
262,26,590,594,2,606,606,606,1,26,2,Success,9
263,19,115,115,1,124,124,124,1,19,0,Success,4
264,13,655,659,2,664,664,664,1,13,1,Success,4
265,50,664,664,1,679,679,679,1,50,0,Success,0
266,16,204,208,2,216,216,216,1,16,0,Success,0
267,7,237,241,2,250,250,250,1,7,1,Success,6
268,47,380,427,6,399,433,433,4,47,2,Success,22
269,20,537,537,1,544,544,544,1,20,1,Success,4
270,6,197,201,2,209,209,209,1,6,0,Success,1
271,38,574,578,2,590,590,590,1,38,2,Success,9
272,37,522,522,1,531,531,531,1,37,1,Success,16
273,50,346,360,3,354,375,375,2,50,0,Success,0
274,4,557,561,2,569,569,569,1,4,1,Success,5
275,20,361,361,1,370,370,370,1,20,1,Success,6
276,33,538,538,1,550,550,550,1,33,2,Success,9
277,50,311,315,2,320,320,320,1,50,2,Success,23
278,40,497,514,3,508,521,521,2,40,0,Success,14
279,44,393,393,1,403,403,403,1,44,0,Success,12
280,27,610,610,1,621,621,621,1,27,0,Success,2
281,50,349,353,2,366,366,366,1,50,1,Success,5
282,37,282,282,1,294,294,294,1,37,1,Success,5
283,28,320,320,1,335,335,335,1,28,0,Success,0
284,3,489,520,4,501,528,528,3,3,0,Success,0
285,24,469,483,3,481,491,491,2,24,1,Success,7
286,15,336,336,1,344,344,344,1,15,0,Success,0
287,19,214,218,2,226,226,226,1,19,2,Success,10
288,3,687,691,2,698,698,698,1,3,1,Success,6
289,40,231,235,2,247,247,247,1,40,2,Success,8
290,31,466,466,1,477,477,477,1,31,2,Success,10
291,33,376,376,1,391,391,391,1,33,0,Success,0
292,42,394,394,1,404,404,404,1,42,2,Success,11
293,33,396,400,2,415,415,415,1,33,0,Success,0
294,44,651,651,1,660,660,660,1,44,2,Success,11
295,49,330,330,1,342,342,342,1,49,2,Success,9
296,31,139,139,1,148,148,148,1,31,0,Success,3
297,20,499,512,2,510,520,520,2,20,0,Success,0
298,27,375,394,4,388,401,401,2,27,2,Success,22
299,14,691,691,1,697,697,697,1,14,0,Success,1
300,21,681,681,1,690,690,690,1,21,0,Success,2
301,17,318,322,2,328,328,328,1,17,1,Success,4
302,44,497,497,1,508,508,508,1,44,1,Success,7
303,12,805,809,2,816,816,816,1,12,0,Success,0
304,18,447,464,3,462,472,472,2,18,0,Success,0
305,39,241,241,1,253,253,253,1,39,1,Success,6
306,29,659,672,3,666,687,687,2,29,0,Success,0
307,8,238,242,2,251,251,251,1,8,2,Success,11
308,11,245,249,2,258,258,258,1,11,1,Success,6
309,19,509,513,2,522,522,522,1,19,2,Success,10
310,43,312,312,1,327,327,327,1,43,0,Success,0
311,37,286,290,2,302,302,302,1,37,2,Success,9
312,34,94,98,2,110,110,110,1,34,0,Success,1
313,3,391,432,7,415,440,440,3,3,0,Success,0
314,32,319,323,2,331,331,331,1,32,0,Success,12
315,40,421,425,2,438,438,438,1,40,1,Success,5
316,24,487,491,2,501,501,501,1,24,2,Success,21
317,49,319,323,2,331,331,331,1,49,2,Success,20
318,37,491,491,1,497,497,497,1,37,2,Success,22
319,38,474,474,1,484,484,484,1,38,0,Success,3
320,41,280,280,1,295,295,295,1,41,0,Success,0
321,25,517,521,2,531,531,531,1,25,0,Success,3
322,1,324,328,2,336,336,336,1,1,0,Success,0
323,26,198,202,2,212,212,212,1,26,2,Success,11
324,15,275,275,1,284,284,284,1,15,1,Success,16
325,38,484,488,2,503,503,503,1,38,0,Success,0
326,43,618,618,1,630,630,630,1,43,1,Success,5
327,28,178,178,1,191,191,191,1,28,1,Success,4
328,22,370,370,1,380,380,380,1,22,0,Success,12
329,14,723,723,1,729,729,729,1,14,1,Success,5
330,37,510,514,2,526,526,526,1,37,2,Success,9
331,16,164,168,2,176,176,176,1,16,0,Success,0
332,33,405,425,3,423,438,438,2,33,2,Success,9
333,28,293,297,2,309,309,309,1,28,0,Success,2
334,23,372,376,2,384,384,384,1,23,0,Success,0
335,25,450,450,1,459,459,459,1,25,2,Success,11
336,48,411,419,2,417,426,426,2,48,0,Success,13
337,42,277,281,2,292,292,292,1,42,1,Success,7
338,15,684,688,2,696,696,696,1,15,0,Success,0
339,1,354,354,1,367,367,367,1,1,0,Success,15
340,48,91,91,1,103,103,103,1,48,0,Success,0
341,30,521,537,2,535,548,548,2,30,1,Success,7
342,33,398,402,2,413,413,413,1,33,2,Success,10
343,26,232,232,1,247,247,247,1,26,0,Success,0
344,3,454,475,4,469,485,485,2,3,2,Success,21
345,28,251,251,1,259,259,259,1,28,0,Success,12
346,25,213,217,2,225,225,225,1,25,0,Success,1
347,32,343,360,4,354,375,375,2,32,0,Success,0
348,12,858,858,1,864,864,864,1,12,0,Success,0
349,38,165,169,2,183,183,183,1,38,0,Success,0
350,28,275,289,3,283,303,303,2,28,1,Success,4
351,42,656,656,1,671,671,671,1,42,0,Success,0
352,23,398,402,2,408,408,408,1,23,2,Success,8
353,38,433,474,5,447,487,487,4,38,1,Success,4
354,42,676,680,2,695,695,695,1,42,0,Success,0
355,24,603,603,1,609,609,609,1,24,1,Success,5
356,37,529,529,1,543,543,543,1,37,0,Success,0
357,2,204,208,2,216,216,216,1,2,0,Success,0
358,41,399,416,4,410,431,431,2,41,0,Success,0
359,44,310,314,2,326,326,326,1,44,1,Success,5
360,34,323,323,1,330,330,330,1,34,0,Success,13
361,26,775,779,2,791,791,791,1,26,0,Success,0
362,48,451,466,4,464,474,474,2,48,0,Success,13
363,39,661,665,2,679,679,679,1,39,0,Success,0
364,40,340,344,2,359,359,359,1,40,0,Success,0
365,31,163,163,1,173,173,173,1,31,1,Success,6
366,33,247,251,2,261,261,261,1,33,2,Success,10
367,2,301,305,2,316,316,316,1,2,0,Success,12
368,27,398,402,2,410,410,410,1,27,1,Success,17
369,50,606,626,4,620,637,637,2,50,1,Success,6
370,27,246,250,2,261,261,261,1,27,2,Success,10
371,41,297,297,1,311,311,311,1,41,1,Success,4
372,33,580,584,2,599,599,599,1,33,0,Success,0
373,35,142,146,2,157,157,157,1,35,0,Success,2
374,10,332,336,2,344,344,344,1,10,0,Success,0
375,18,775,779,2,784,784,784,1,18,0,Success,0
376,7,352,352,1,360,360,360,1,7,0,Success,0
377,37,274,274,1,285,285,285,1,37,0,Success,2
378,27,783,787,2,799,799,799,1,27,0,Success,0
379,38,283,283,1,291,291,291,1,38,2,Success,20
380,6,553,569,3,563,577,577,2,6,2,Success,9
381,9,183,187,2,196,196,196,1,9,0,Success,4
382,11,561,561,1,572,572,572,1,11,0,Success,12
383,24,151,155,2,161,161,161,1,24,0,Success,1
384,42,476,497,3,495,511,511,2,42,2,Success,8
385,5,672,672,1,680,680,680,1,5,0,Success,0
386,12,654,658,2,666,666,666,1,12,0,Success,2
387,23,378,378,1,387,387,387,1,23,2,Success,11
388,12,535,539,2,549,549,549,1,12,2,Success,21
389,19,573,577,2,586,586,586,1,19,2,Success,10
390,7,296,296,1,304,304,304,1,7,0,Success,0
391,3,440,450,2,448,461,461,2,3,0,Success,13
392,21,228,232,2,240,240,240,1,21,0,Success,0
393,50,621,625,2,636,636,636,1,50,0,Success,3
394,42,785,785,1,799,799,799,1,42,0,Success,0
395,24,677,681,2,689,689,689,1,24,0,Success,1
396,20,324,328,2,336,336,336,1,20,0,Success,0
397,35,478,497,4,491,511,511,2,35,1,Success,4
398,47,453,457,2,470,470,470,1,47,1,Success,5
399,7,420,499,11,432,510,510,4,7,2,Success,22
400,30,417,417,1,431,431,431,1,30,1,Success,4
401,48,273,273,1,286,286,286,1,48,1,Success,5
402,32,296,296,1,311,311,311,1,32,0,Success,0
403,4,278,282,2,290,290,290,1,4,1,Success,6
404,4,445,449,2,458,458,458,1,4,0,Success,2
405,35,596,600,2,615,615,615,1,35,0,Success,0
406,41,593,593,1,606,606,606,1,41,1,Success,5
407,1,254,258,2,264,264,264,1,1,2,Success,8
408,48,314,314,1,326,326,326,1,48,1,Success,5
409,50,210,210,1,221,221,221,1,50,1,Success,6
410,40,392,392,1,407,407,407,1,40,0,Success,0
411,12,536,536,1,544,544,544,1,12,0,Success,0
412,23,398,435,9,409,444,444,2,23,0,Success,12
413,43,701,705,2,719,719,719,1,43,0,Success,0
414,40,584,584,1,599,599,599,1,40,0,Success,0
415,31,602,602,1,614,614,614,1,31,2,Success,9
416,34,539,539,1,545,545,545,1,34,1,Success,18
417,41,882,882,1,895,895,895,1,41,0,Success,0
418,18,839,843,2,848,848,848,1,18,0,Success,0
419,14,611,642,5,621,650,650,3,14,1,Success,6
420,19,448,448,1,456,456,456,1,19,0,Success,0
421,22,765,769,2,777,777,777,1,22,0,Success,1
422,39,449,449,1,462,462,462,1,39,1,Success,5
423,46,232,232,1,247,247,247,1,46,0,Success,0
424,13,332,336,2,344,344,344,1,13,0,Success,0
425,6,463,489,6,483,498,498,2,6,2,Success,10
426,17,225,225,1,233,233,233,1,17,1,Success,5
427,35,554,554,1,566,566,566,1,35,1,Success,5
428,8,521,521,1,531,531,531,1,8,1,Success,7
429,5,266,266,1,273,273,273,1,5,1,Success,5
430,49,836,840,2,855,855,855,1,49,0,Success,0
431,18,346,346,1,353,353,353,1,18,2,Success,9
432,4,490,522,6,506,534,534,3,4,1,Success,18
433,19,406,425,3,423,435,435,2,19,1,Success,7
434,12,175,179,2,187,187,187,1,12,1,Success,7
435,39,599,603,2,609,609,609,1,39,0,Success,14
436,13,631,635,2,640,640,640,1,13,2,Success,8
437,50,437,441,2,452,452,452,1,50,0,Success,3
438,42,495,523,8,528,528,528,1,42,1,Success,19
439,7,626,626,1,633,633,633,1,7,2,Success,9
440,36,307,321,3,315,332,332,2,36,1,Success,7
441,37,348,352,2,367,367,367,1,37,0,Success,0
442,8,345,345,1,352,352,352,1,8,2,Success,8
443,42,444,448,2,463,463,463,1,42,0,Success,0
444,18,261,265,2,275,275,275,1,18,0,Success,3
445,28,472,472,1,487,487,487,1,28,0,Success,0
446,34,470,474,2,486,486,486,1,34,2,Success,9
447,12,477,490,3,488,502,502,2,12,0,Success,14
448,11,629,633,2,641,641,641,1,11,0,Success,1
449,9,640,640,1,648,648,648,1,9,0,Success,0
450,48,304,304,1,319,319,319,1,48,0,Success,0
451,35,287,291,2,301,301,301,1,35,2,Success,10
452,29,165,169,2,182,182,182,1,29,0,Success,1
453,25,364,378,3,376,385,385,2,25,2,Success,9
454,2,412,426,3,424,439,439,2,2,0,Success,15
455,38,116,120,2,135,135,135,1,38,0,Success,0
456,47,316,320,2,335,335,335,1,47,0,Success,0
457,40,205,209,2,221,221,221,1,40,0,Success,2
458,5,424,473,9,432,482,482,3,5,2,Success,10
459,37,279,297,4,291,310,310,2,37,1,Success,5
460,13,356,360,2,368,368,368,1,13,0,Success,0
461,24,418,418,1,424,424,424,1,24,2,Success,8
462,9,482,482,1,489,489,489,1,9,1,Success,5
463,38,434,434,1,440,440,440,1,38,0,Success,15
464,23,755,755,1,762,762,762,1,23,0,Success,2
465,21,490,490,1,496,496,496,1,21,2,Success,8
466,48,591,595,2,605,605,605,1,48,2,Success,10
467,28,566,585,4,579,598,598,2,28,2,Success,9
468,17,615,633,3,631,640,640,2,17,0,Success,0
469,21,208,208,1,216,216,216,1,21,0,Success,0
470,44,333,337,2,348,348,348,1,44,1,Success,7
471,14,569,569,1,579,579,579,1,14,1,Success,7
472,50,309,313,2,326,326,326,1,50,1,Success,5
473,26,322,322,1,332,332,332,1,26,1,Success,7
474,2,596,600,2,608,608,608,1,2,0,Success,0
475,21,460,464,2,472,472,472,1,21,0,Success,0
476,6,458,458,1,468,468,468,1,6,0,Success,12
477,16,416,443,4,424,454,454,3,16,2,Success,22
478,45,288,288,1,303,303,303,1,45,0,Success,0
479,20,406,410,2,421,421,421,1,20,0,Success,13
480,37,199,203,2,213,213,213,1,37,1,Success,6
481,48,423,440,4,434,455,455,2,48,0,Success,0
482,42,111,115,2,126,126,126,1,42,0,Success,1
483,16,658,658,1,666,666,666,1,16,2,Success,10
484,37,477,481,2,493,493,493,1,37,0,Success,2
485,22,231,235,2,242,242,242,1,22,2,Success,10
486,29,674,674,1,686,686,686,1,29,1,Success,5
487,29,569,569,1,582,582,582,1,29,1,Success,5
488,50,428,432,2,447,447,447,1,50,0,Success,0
489,48,290,290,1,303,303,303,1,48,1,Success,4
490,36,633,633,1,645,645,645,1,36,0,Success,2
491,36,304,304,1,319,319,319,1,36,0,Success,0
492,36,522,522,1,535,535,535,1,36,2,Success,8
493,30,474,474,1,480,480,480,1,30,0,Success,15
494,11,378,394,3,388,406,406,2,11,0,Success,14
495,37,383,432,5,398,447,447,4,37,0,Success,0
496,12,462,466,2,472,472,472,1,12,2,Success,8
497,9,492,496,2,504,504,504,1,9,0,Success,0
498,34,692,696,2,711,711,711,1,34,0,Success,0
499,8,712,712,1,720,720,720,1,8,0,Success,0
500,30,224,224,1,239,239,239,1,30,0,Success,0
501,45,638,642,2,654,654,654,1,45,2,Success,9
502,11,204,208,2,216,216,216,1,11,0,Success,0
503,39,353,353,1,365,365,365,1,39,0,Success,2
504,49,316,320,2,335,335,335,1,49,0,Success,0
505,39,289,289,1,301,301,301,1,39,1,Success,6
506,23,302,306,2,315,315,315,1,23,2,Success,11
507,47,624,624,1,639,639,639,1,47,0,Success,0
508,23,564,568,2,576,576,576,1,23,0,Success,0
509,39,369,369,1,382,382,382,1,39,1,Success,5
510,25,444,448,2,456,456,456,1,25,0,Success,0
511,26,200,200,1,215,215,215,1,26,0,Success,0
512,6,454,458,2,469,469,469,1,6,0,Success,13
513,44,570,570,1,581,581,581,1,44,1,Success,6
514,38,634,634,1,645,645,645,1,38,1,Success,6
