initateRA,firstRA,successRA,retranmission
5280,270,5280,7
1200,240,1200,1
5200,392,5200,5
5705,271,5705,9
2827,389,2827,1
535,443,535,1
3940,280,3940,4
4222,394,4222,6
4923,517,4923,4
2717,551,2717,3
5166,160,5166,7
4526,458,4526,4
4056,408,4056,5
1899,431,1899,1
877,349,877,1
4719,607,4719,6
2455,323,2455,2
4611,267,4611,4
55,55,55,1
5410,352,5410,5
2900,526,2900,1
5015,569,5015,6
1965,533,1965,3
5568,384,5568,9
1004,278,1004,1
3297,203,3297,1
403,207,403,1
2840,282,2840,3
5563,483,5563,9
2600,300,2600,4
869,245,869,1
3004,496,3004,2
4515,289,4515,7
3807,599,3807,1
146,136,146,1
4150,752,4150,6
5627,427,5627,7
2099,261,2099,2
784,582,784,1
5329,571,5329,4
1288,554,1288,2
2190,446,2190,1
2840,148,2840,2
1928,280,1928,4
5150,274,5150,10
3840,546,3840,2
2849,159,2849,3
806,540,806,1
3856,346,3856,5
939,447,939,1
2261,353,2261,2
1045,349,1045,1
4045,439,4045,6
3556,566,3556,4
1774,370,1774,4
3412,808,3412,1
3635,97,3635,5
4226,402,4226,5
3697,255,3697,2
2702,384,2702,2
2270,332,2270,3
1747,553,1747,2
3566,470,3566,3
4061,501,4061,4
121,103,121,1
1517,555,1517,1
3413,323,3413,7
1354,332,1354,1
554,148,554,3
1197,555,1197,1
5307,543,5307,4
615,497,615,1
3087,347,3087,2
4417,341,4417,5
4187,365,4187,3
1685,771,1685,1
790,254,790,1
5475,481,5475,5
4445,527,4445,3
3412,756,3412,2
2755,603,2755,1
1188,290,1188,1
5483,599,5483,8
5187,553,5187,5
131,113,131,1
4986,280,4986,9
3621,401,3621,3
2992,224,2992,1
2224,608,2224,2
3569,399,3569,2
2231,291,2231,2
1942,686,1942,1
5647,323,5647,10
1831,623,1831,2
2338,570,2338,2
4714,550,4714,2
1083,495,1083,1
2040,666,2040,1
5179,493,5179,5
1509,305,1509,2
3359,315,3359,2
3245,553,3245,1
3258,552,3258,1
