MTCD_number,group,D2D_first_request_RAO,D2D_initate_request_RAO,nRequest_D2D,RA_first_RAO,RA_initate_RAO,RA_success_RAO,nTransmit_RA,Preamble_number,Power_level,MTCD_status,D2D_request_allocation_index 
159,13,353,353,1,361,361,361,1,13,0,Success,1
160,14,250,250,1,257,257,257,1,14,0,Success,1
161,50,369,369,1,382,382,382,1,50,0,Success,1
162,5,102,106,2,114,114,114,1,5,0,Success,2
163,38,108,112,2,127,127,127,1,38,0,Success,0
164,15,473,473,1,480,480,480,1,15,0,Success,0
165,39,651,651,1,660,660,660,1,39,0,Success,3
166,14,854,858,2,864,864,864,1,14,0,Success,0
167,4,245,249,2,256,256,256,1,4,0,Success,0
168,4,489,489,1,496,496,496,1,4,1,Success,4
169,2,365,369,2,378,378,378,1,2,0,Success,2
170,18,631,635,2,641,641,641,1,18,0,Success,1
171,31,171,171,1,181,181,181,1,31,0,Success,2
172,32,478,482,2,495,495,495,1,32,0,Success,0
173,46,533,537,2,550,550,550,1,46,0,Success,1
174,30,761,761,1,775,775,775,1,30,0,Success,0
175,4,515,515,1,524,524,524,1,4,0,Success,4
176,18,264,264,1,272,272,272,1,18,0,Success,0
177,14,733,737,2,744,744,744,1,14,0,Success,0
178,7,439,443,2,450,450,450,1,7,0,Success,2
179,38,443,443,1,454,454,454,1,38,0,Success,1
180,9,516,520,2,528,528,528,1,9,0,Success,0
181,48,700,704,2,719,719,719,1,48,0,Success,0
182,5,281,281,1,288,288,288,1,5,0,Success,0
183,44,527,531,2,542,542,542,1,44,0,Success,1
184,32,354,354,1,365,365,365,1,32,0,Success,2
185,14,892,896,2,904,904,904,1,14,0,Success,0
186,27,792,792,1,807,807,807,1,27,0,Success,0
187,49,557,561,2,575,575,575,1,49,0,Success,0
188,38,456,456,1,471,471,471,1,38,0,Success,0
189,27,315,315,1,325,325,325,1,27,2,Success,10
190,13,384,384,1,392,392,392,1,13,0,Success,0
191,1,373,377,2,385,385,385,1,1,0,Success,1
192,8,197,201,2,209,209,209,1,8,0,Success,1
193,43,292,296,2,310,310,310,1,43,0,Success,1
194,27,314,314,1,326,326,326,1,27,1,Success,5
195,27,505,505,1,518,518,518,1,27,0,Success,1
196,12,500,504,2,512,512,512,1,12,0,Success,0
197,29,566,570,2,581,581,581,1,29,0,Success,2
198,1,250,250,1,258,258,258,1,1,0,Success,2
199,37,310,314,2,325,325,325,1,37,0,Success,2
200,47,741,745,2,759,759,759,1,47,0,Success,0
201,36,523,523,1,530,530,530,1,36,0,Success,5
202,20,308,312,2,320,320,320,1,20,0,Success,0
203,23,245,249,2,256,256,256,1,23,0,Success,0
204,29,266,266,1,275,275,275,1,29,0,Success,4
205,39,660,664,2,679,679,679,1,39,0,Success,0
206,37,224,224,1,239,239,239,1,37,0,Success,0
207,28,552,552,1,567,567,567,1,28,0,Success,0
208,38,383,387,2,398,398,398,1,38,0,Success,1
209,30,574,578,2,589,589,589,1,30,0,Success,2
210,37,274,274,1,285,285,285,1,37,0,Success,2
211,12,694,698,2,704,704,704,1,12,0,Success,0
212,22,510,514,2,520,520,520,1,22,0,Success,0
213,14,465,465,1,473,473,473,1,14,0,Success,1
214,26,333,337,2,348,348,348,1,26,0,Success,3
215,8,340,344,2,352,352,352,1,8,0,Success,0
216,2,320,320,1,328,328,328,1,2,0,Success,0
217,30,113,113,1,127,127,127,1,30,0,Success,0
218,50,495,499,2,508,508,508,1,50,0,Success,3
219,30,714,714,1,723,723,723,1,30,0,Success,4
220,26,324,328,2,343,343,343,1,26,0,Success,0
221,9,555,555,1,560,560,560,1,9,0,Success,0
222,1,414,418,2,426,426,426,1,1,0,Success,2
223,6,400,400,1,408,408,408,1,6,0,Success,0
224,39,311,315,2,325,325,325,1,39,0,Success,2
225,36,378,378,1,390,390,390,1,36,0,Success,1
226,46,350,354,2,365,365,365,1,46,0,Success,2
227,41,482,482,1,493,493,493,1,41,0,Success,2
228,4,480,480,1,488,488,488,1,4,0,Success,0
229,4,376,376,1,384,384,384,1,4,0,Success,0
230,43,489,489,1,502,502,502,1,43,0,Success,1
231,30,662,666,2,678,678,678,1,30,0,Success,1
232,24,483,483,1,490,490,490,1,24,0,Success,2
233,29,361,361,1,374,374,374,1,29,0,Success,1
234,42,382,386,2,398,398,398,1,42,0,Success,1
235,43,455,459,2,468,468,468,1,43,0,Success,3
236,49,291,291,1,302,302,302,1,49,0,Success,1
237,36,410,410,1,423,423,423,1,36,0,Success,0
238,5,512,512,1,520,520,520,1,5,0,Success,0
239,28,623,627,2,635,635,635,1,28,0,Success,4
240,1,744,744,1,752,752,752,1,1,0,Success,0
241,9,366,370,2,377,377,377,1,9,0,Success,1
242,30,398,402,2,414,414,414,1,30,0,Success,1
243,30,718,722,2,733,733,733,1,30,0,Success,2
244,31,531,531,1,540,540,540,1,31,0,Success,3
245,44,275,275,1,284,284,284,1,44,0,Success,3
246,21,264,264,1,272,272,272,1,21,0,Success,0
247,27,489,489,1,502,502,502,1,27,0,Success,1
248,32,266,266,1,279,279,279,1,32,0,Success,0
249,31,244,248,2,263,263,263,1,31,0,Success,0
250,41,683,683,1,694,694,694,1,41,0,Success,1
251,19,408,408,1,416,416,416,1,19,0,Success,0
252,30,428,432,2,447,447,447,1,30,0,Success,0
253,29,271,275,2,284,284,284,1,29,1,Success,7
254,5,336,336,1,344,344,344,1,5,0,Success,0
255,46,828,832,2,847,847,847,1,46,0,Success,0
256,4,462,466,2,475,475,475,1,4,0,Success,3
257,3,436,440,2,448,448,448,1,3,0,Success,0
258,40,460,464,2,479,479,479,1,40,0,Success,0
259,43,187,187,1,197,197,197,1,43,0,Success,2
260,47,238,242,2,254,254,254,1,47,0,Success,1
261,29,176,176,1,191,191,191,1,29,0,Success,0
262,26,590,594,2,606,606,606,1,26,0,Success,1
263,49,115,115,1,125,125,125,1,49,0,Success,2
264,13,655,659,2,665,665,665,1,13,0,Success,1
265,30,664,664,1,679,679,679,1,30,0,Success,0
266,26,204,208,2,223,223,223,1,26,0,Success,0
267,47,237,241,2,255,255,255,1,47,0,Success,0
268,47,380,384,2,399,399,399,1,47,0,Success,0
269,30,537,537,1,548,548,548,1,30,0,Success,3
270,46,197,201,2,214,214,214,1,46,0,Success,1
271,18,574,578,2,584,584,584,1,18,0,Success,0
272,37,522,522,1,534,534,534,1,37,0,Success,1
273,20,346,346,1,355,355,355,1,20,0,Success,3
274,34,557,561,2,575,575,575,1,34,0,Success,0
275,30,361,361,1,374,374,374,1,30,0,Success,1
276,33,538,538,1,549,549,549,1,33,0,Success,2
277,50,311,315,2,326,326,326,1,50,0,Success,1
278,50,497,497,1,509,509,509,1,50,0,Success,2
279,44,393,393,1,406,406,406,1,44,0,Success,1
280,27,610,610,1,621,621,621,1,27,0,Success,2
281,40,349,353,2,367,367,367,1,40,0,Success,0
282,17,282,282,1,289,289,289,1,17,0,Success,1
283,28,320,320,1,335,335,335,1,28,0,Success,0
284,33,489,489,1,502,502,502,1,33,0,Success,1
285,24,469,473,2,480,480,480,1,24,0,Success,0
286,5,336,336,1,345,345,345,1,5,0,Success,1
287,39,214,218,2,230,230,230,1,39,0,Success,1
288,43,687,691,2,703,703,703,1,43,0,Success,0
289,30,231,235,2,243,243,243,1,30,0,Success,4
290,11,466,466,1,473,473,473,1,11,0,Success,1
291,23,376,376,1,384,384,384,1,23,0,Success,0
292,32,394,394,1,407,407,407,1,32,0,Success,0
293,43,396,400,2,415,415,415,1,43,0,Success,0
294,24,651,651,1,658,658,658,1,24,0,Success,2
295,49,330,330,1,341,341,341,1,49,0,Success,2
296,21,139,139,1,144,144,144,1,21,0,Success,0
297,50,499,499,1,507,507,507,1,50,0,Success,4
298,27,375,379,2,391,391,391,1,27,1,Success,4
299,34,691,691,1,702,702,702,1,34,0,Success,1
300,41,681,681,1,695,695,695,1,41,0,Success,0
301,47,318,322,2,333,333,333,1,47,0,Success,2
302,44,497,497,1,511,511,511,1,44,0,Success,0
303,42,805,809,2,823,823,823,1,42,0,Success,0
304,28,447,451,2,459,459,459,1,28,0,Success,4
305,49,241,241,1,255,255,255,1,49,0,Success,0
306,9,659,659,1,667,667,667,1,9,0,Success,3
307,38,238,242,2,254,254,254,1,38,0,Success,1
308,31,245,249,2,261,261,261,1,31,0,Success,2
309,49,509,513,2,527,527,527,1,49,0,Success,0
310,23,312,312,1,320,320,320,1,23,0,Success,0
311,37,286,290,2,300,300,300,1,37,0,Success,3
312,14,94,98,2,104,104,104,1,14,0,Success,0
313,13,391,395,2,402,402,402,1,13,0,Success,2
314,2,319,323,2,331,331,331,1,2,1,Success,7
315,20,421,425,2,432,432,432,1,20,0,Success,0
316,24,487,491,2,497,497,497,1,24,0,Success,1
317,9,319,323,2,330,330,330,1,9,0,Success,2
318,27,491,491,1,499,499,499,1,27,0,Success,4
319,28,474,474,1,487,487,487,1,28,0,Success,0
320,1,280,280,1,288,288,288,1,1,0,Success,0
321,25,517,521,2,528,528,528,1,25,0,Success,0
322,1,324,328,2,336,336,336,1,1,0,Success,0
323,26,198,202,2,212,212,212,1,26,0,Success,3
324,15,275,275,1,283,283,283,1,15,0,Success,3
325,18,484,488,2,496,496,496,1,18,0,Success,0
326,33,618,618,1,630,630,630,1,33,0,Success,1
327,28,178,178,1,189,189,189,1,28,0,Success,2
328,32,370,370,1,383,383,383,1,32,1,Success,4
329,4,723,723,1,730,730,730,1,4,0,Success,2
330,27,510,514,2,525,525,525,1,27,0,Success,2
331,46,164,168,2,183,183,183,1,46,0,Success,0
332,43,405,409,2,422,422,422,1,43,0,Success,1
333,28,293,297,2,311,311,311,1,28,0,Success,0
334,3,372,376,2,384,384,384,1,3,0,Success,0
335,35,450,450,1,463,463,463,1,35,0,Success,0
336,48,411,411,1,423,423,423,1,48,0,Success,0
337,22,277,281,2,289,289,289,1,22,0,Success,1
338,15,684,688,2,696,696,696,1,15,0,Success,0
339,31,354,354,1,364,364,364,1,31,0,Success,3
340,38,91,91,1,103,103,103,1,38,0,Success,0
341,40,521,521,1,535,535,535,1,40,0,Success,0
342,23,398,402,2,410,410,410,1,23,0,Success,2
343,26,232,232,1,247,247,247,1,26,0,Success,0
344,13,454,458,2,464,464,464,1,13,0,Success,0
345,48,251,251,1,261,261,261,1,48,0,Success,2
346,5,213,217,2,224,224,224,1,5,0,Success,0
347,32,343,347,2,359,359,359,1,32,0,Success,0
348,32,858,858,1,871,871,871,1,32,0,Success,0
349,8,165,169,2,176,176,176,1,8,0,Success,0
350,28,275,275,1,286,286,286,1,28,0,Success,1
351,42,656,656,1,671,671,671,1,42,0,Success,0
352,13,398,402,2,409,409,409,1,13,0,Success,1
353,38,433,433,1,447,447,447,1,38,0,Success,0
354,32,676,680,2,695,695,695,1,32,0,Success,0
355,24,603,603,1,608,608,608,1,24,0,Success,0
356,17,529,529,1,537,537,537,1,17,0,Success,1
357,42,204,208,2,223,223,223,1,42,0,Success,0
358,21,399,403,2,412,412,412,1,21,0,Success,4
359,4,310,314,2,321,321,321,1,4,0,Success,1
360,4,323,323,1,330,330,330,1,4,0,Success,2
361,6,775,779,2,784,784,784,1,6,0,Success,0
362,48,451,451,1,460,460,460,1,48,0,Success,3
363,9,661,665,2,673,673,673,1,9,0,Success,1
364,30,340,344,2,359,359,359,1,30,0,Success,0
365,11,163,163,1,168,168,168,1,11,0,Success,0
366,43,247,251,2,262,262,262,1,43,0,Success,1
367,2,301,305,2,312,312,312,1,2,1,Success,4
368,7,398,402,2,408,408,408,1,7,0,Success,0
369,30,606,610,2,621,621,621,1,30,0,Success,2
370,47,246,250,2,263,263,263,1,47,0,Success,0
371,31,297,297,1,308,308,308,1,31,0,Success,3
372,13,580,584,2,592,592,592,1,13,0,Success,0
373,15,142,146,2,153,153,153,1,15,0,Success,1
374,30,332,336,2,351,351,351,1,30,0,Success,0
375,28,775,779,2,788,788,788,1,28,0,Success,3
376,7,352,352,1,360,360,360,1,7,0,Success,0
377,27,274,274,1,284,284,284,1,27,0,Success,3
378,47,783,787,2,799,799,799,1,47,0,Success,0
379,8,283,283,1,292,292,292,1,8,0,Success,4
380,16,553,553,1,560,560,560,1,16,0,Success,0
381,29,183,187,2,199,199,199,1,29,0,Success,0
382,1,561,561,1,571,571,571,1,1,0,Success,3
383,14,151,155,2,161,161,161,1,14,0,Success,1
384,12,476,480,2,488,488,488,1,12,0,Success,0
385,15,672,672,1,680,680,680,1,15,0,Success,0
386,22,654,658,2,665,665,665,1,22,0,Success,1
387,33,378,378,1,390,390,390,1,33,0,Success,1
388,42,535,539,2,549,549,549,1,42,0,Success,2
389,29,573,577,2,591,591,591,1,29,0,Success,0
390,27,296,296,1,311,311,311,1,27,0,Success,0
391,23,440,440,1,448,448,448,1,23,0,Success,0
392,31,228,232,2,247,247,247,1,31,0,Success,0
393,20,621,625,2,632,632,632,1,20,0,Success,0
394,2,785,785,1,792,792,792,1,2,0,Success,0
395,4,677,681,2,688,688,688,1,4,0,Success,0
396,30,324,328,2,343,343,343,1,30,0,Success,0
397,35,478,482,2,495,495,495,1,35,0,Success,0
398,17,453,457,2,464,464,464,1,17,0,Success,0
399,47,420,424,2,439,439,439,1,47,0,Success,0
400,30,417,417,1,430,430,430,1,30,1,Success,5
401,18,273,273,1,280,280,280,1,18,0,Success,0
402,32,296,296,1,311,311,311,1,32,0,Success,0
403,24,278,282,2,289,289,289,1,24,0,Success,1
404,14,445,449,2,457,457,457,1,14,0,Success,1
405,35,596,600,2,615,615,615,1,35,0,Success,0
406,11,593,593,1,600,600,600,1,11,0,Success,0
407,1,254,258,2,264,264,264,1,1,0,Success,0
408,8,314,314,1,320,320,320,1,8,0,Success,0
409,50,210,210,1,222,222,222,1,50,0,Success,1
410,50,392,392,1,407,407,407,1,50,0,Success,0
411,32,536,536,1,551,551,551,1,32,0,Success,0
412,13,398,402,2,410,410,410,1,13,0,Success,2
413,13,701,705,2,712,712,712,1,13,0,Success,0
414,40,584,584,1,599,599,599,1,40,0,Success,0
415,41,602,602,1,614,614,614,1,41,0,Success,1
416,24,539,539,1,549,549,549,1,24,0,Success,5
417,1,882,882,1,888,888,888,1,1,0,Success,0
418,28,839,843,2,855,855,855,1,28,0,Success,0
419,4,611,611,1,618,618,618,1,4,0,Success,2
420,49,448,448,1,463,463,463,1,49,0,Success,0
421,32,765,769,2,783,783,783,1,32,0,Success,0
422,29,449,449,1,463,463,463,1,29,0,Success,0
423,26,232,232,1,246,246,246,1,26,0,Success,1
424,33,332,336,2,351,351,351,1,33,0,Success,0
425,16,463,467,2,473,473,473,1,16,0,Success,1
426,27,225,225,1,239,239,239,1,27,0,Success,0
427,35,554,554,1,566,566,566,1,35,0,Success,1
428,18,521,521,1,528,528,528,1,18,0,Success,0
429,45,266,266,1,278,278,278,1,45,0,Success,1
430,39,836,840,2,855,855,855,1,39,0,Success,0
431,38,346,346,1,358,358,358,1,38,0,Success,1
432,34,490,490,1,502,502,502,1,34,0,Success,1
433,9,406,410,2,419,419,419,1,9,0,Success,3
434,32,175,179,2,190,190,190,1,32,0,Success,1
435,19,599,603,2,608,608,608,1,19,0,Success,0
436,13,631,635,2,640,640,640,1,13,0,Success,0
437,50,437,441,2,454,454,454,1,50,0,Success,1
438,12,495,499,2,506,506,506,1,12,0,Success,2
439,47,626,626,1,638,638,638,1,47,0,Success,1
440,26,307,307,1,316,316,316,1,26,1,Success,7
441,37,348,352,2,367,367,367,1,37,0,Success,0
442,38,345,345,1,359,359,359,1,38,0,Success,0
443,12,444,448,2,456,456,456,1,12,0,Success,0
444,28,261,265,2,278,278,278,1,28,0,Success,1
445,48,472,472,1,487,487,487,1,48,0,Success,0
446,14,470,474,2,482,482,482,1,14,0,Success,2
447,22,477,481,2,490,490,490,1,22,0,Success,2
448,31,629,633,2,647,647,647,1,31,0,Success,0
449,29,640,640,1,655,655,655,1,29,0,Success,0
450,8,304,304,1,312,312,312,1,8,0,Success,0
451,25,287,291,2,298,298,298,1,25,0,Success,2
452,29,165,169,2,182,182,182,1,29,0,Success,1
453,45,364,368,2,383,383,383,1,45,0,Success,0
454,32,412,416,2,431,431,431,1,32,0,Success,0
455,8,116,120,2,128,128,128,1,8,0,Success,0
456,47,316,320,2,335,335,335,1,47,0,Success,0
457,20,205,209,2,217,217,217,1,20,0,Success,1
458,5,424,424,1,432,432,432,1,5,0,Success,0
459,27,279,283,2,295,295,295,1,27,1,Success,4
460,23,356,360,2,368,368,368,1,23,0,Success,0
461,34,418,418,1,430,430,430,1,34,0,Success,1
462,19,482,482,1,489,489,489,1,19,0,Success,1
463,18,434,434,1,443,443,443,1,18,0,Success,3
464,3,755,755,1,762,762,762,1,3,0,Success,2
465,1,490,490,1,500,500,500,1,1,0,Success,4
466,38,591,595,2,604,604,604,1,38,0,Success,3
467,28,566,570,2,581,581,581,1,28,0,Success,2
468,27,615,619,2,629,629,629,1,27,0,Success,2
469,31,208,208,1,223,223,223,1,31,0,Success,0
470,4,333,337,2,344,344,344,1,4,0,Success,0
471,34,569,569,1,583,583,583,1,34,0,Success,0
472,10,309,313,2,320,320,320,1,10,0,Success,0
473,6,322,322,1,328,328,328,1,6,0,Success,0
474,2,596,600,2,608,608,608,1,2,0,Success,0
475,11,460,464,2,472,472,472,1,11,0,Success,0
476,16,458,458,1,466,466,466,1,16,0,Success,2
477,26,416,416,1,431,431,431,1,26,0,Success,0
478,25,288,288,1,296,296,296,1,25,0,Success,0
479,20,406,410,2,418,418,418,1,20,0,Success,2
480,7,199,203,2,208,208,208,1,7,0,Success,0
481,28,423,427,2,435,435,435,1,28,0,Success,4
482,32,111,115,2,127,127,127,1,32,0,Success,0
483,26,658,658,1,668,668,668,1,26,0,Success,3
484,47,477,481,2,494,494,494,1,47,0,Success,1
485,2,231,235,2,241,241,241,1,2,0,Success,1
486,29,674,674,1,684,684,684,1,29,0,Success,3
487,49,569,569,1,582,582,582,1,49,0,Success,1
488,30,428,432,2,446,446,446,1,30,0,Success,1
489,28,290,290,1,303,303,303,1,28,0,Success,0
490,26,633,633,1,646,646,646,1,26,0,Success,1
491,26,304,304,1,319,319,319,1,26,0,Success,0
492,36,522,522,1,531,531,531,1,36,0,Success,4
493,20,474,474,1,481,481,481,1,20,0,Success,1
494,31,378,378,1,390,390,390,1,31,0,Success,1
495,47,383,387,2,398,398,398,1,47,0,Success,1
496,32,462,466,2,477,477,477,1,32,0,Success,2
497,9,492,496,2,504,504,504,1,9,0,Success,0
498,4,692,696,2,704,704,704,1,4,0,Success,0
499,38,712,712,1,727,727,727,1,38,0,Success,0
500,20,224,224,1,232,232,232,1,20,0,Success,0
501,5,638,642,2,650,650,650,1,5,0,Success,2
502,1,204,208,2,216,216,216,1,1,0,Success,0
503,39,353,353,1,367,367,367,1,39,0,Success,0
504,39,316,320,2,335,335,335,1,39,0,Success,0
505,29,289,289,1,301,301,301,1,29,0,Success,2
506,13,302,306,2,313,313,313,1,13,0,Success,1
507,47,624,624,1,639,639,639,1,47,0,Success,0
508,43,564,568,2,583,583,583,1,43,0,Success,0
509,29,369,369,1,381,381,381,1,29,0,Success,2
510,45,444,448,2,463,463,463,1,45,0,Success,0
