initateRA,firstRA,successRA,retranmission
2878,270,2878,2
7496,240,7496,5
3792,392,3792,2
6039,271,6039,2
7451,389,7451,6
1715,443,1715,1
5950,280,5950,2
1564,394,1564,1
6473,517,6473,6
6357,551,6357,4
4008,160,4008,2
2726,458,2726,5
3464,408,3464,2
8195,431,8195,7
8451,349,8451,9
8569,607,8569,8
4699,323,4699,2
2277,267,2277,1
57,55,57,2
6178,352,6178,2
1792,526,1792,2
2371,569,2371,1
2671,533,2671,2
4270,384,4270,1
4652,278,4652,1
4389,203,4389,1
525,207,525,1
2826,282,2826,1
1717,483,1717,1
8528,300,-1,11
2129,245,2129,2
4694,496,4694,5
7175,289,7175,5
649,599,649,1
7268,136,7268,7
2798,752,2798,2
959,427,959,1
1409,261,1409,2
6258,582,6258,3
3915,571,3915,1
4650,554,4650,5
7772,446,7772,3
5060,148,5060,2
3112,280,3112,2
6802,274,6802,3
696,546,696,1
771,159,771,1
5354,540,5354,4
7104,346,7104,6
8375,447,8375,4
767,353,767,1
2865,349,2865,3
1417,439,1417,1
5690,566,5690,2
6240,370,6240,3
4008,808,4008,2
2337,97,2337,3
798,402,798,1
1515,255,1515,2
8040,384,8040,10
7594,332,7594,5
6513,553,6513,4
8148,470,8148,6
2699,501,2699,1
5307,103,5307,8
8045,555,8045,8
4525,323,4525,2
5912,332,5912,5
4130,148,4130,2
2779,555,2779,1
2861,543,2861,2
1147,497,1147,2
5097,347,5097,1
1073,341,1073,2
3229,365,3229,3
7743,771,7743,7
7784,254,7784,7
4693,481,4693,2
8359,527,8359,9
7710,756,7710,6
1161,603,1161,2
5988,290,5988,1
6273,599,6273,2
1333,553,1333,1
5397,113,5397,3
8472,280,8472,10
4757,401,4757,5
8392,224,8392,8
6354,608,6354,5
4795,399,4795,3
8163,291,-1,11
6278,686,6278,2
1357,323,1357,1
8483,623,8483,5
3996,570,3996,3
8358,550,8358,9
2349,495,2349,2
6086,666,6086,4
2813,493,2813,3
7719,305,7719,9
2139,315,2139,5
6675,553,6675,5
2952,552,2952,1
4193,243,4193,1
433,385,433,1
5165,415,5165,1
5184,236,5184,2
6711,615,6711,5
2067,469,2067,2
7525,551,7525,6
5903,593,5903,5
5974,310,5974,4
7993,581,7993,6
1471,343,1471,2
